id,SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents,DebtRatio
637,0,56,0,0,0,4500,1,0.104643
638,0,52,2,0,0,9763,0,0.496313
639,0,71,0,0,0,2833,0,0.563162
640,0,64,0,0,0,13370,0,0.1504
641,0,65,0,0,0,3000,1,0.238254
642,1,32,0,0,0,6110,2,0.27606
643,0,42,0,0,0,9533,0,0.242605
644,1,46,2,1,1,3000,0,0.122293
645,0,54,0,0,0,11000,0,0.222253
646,0,50,2,0,0,5500,1,0.238866
647,1,43,0,0,0,10000,0,0.19678
648,0,65,0,0,0,1,0,1996.5
649,0,34,0,0,0,8500,0,0.401247
650,0,57,0,0,0,4500,0,0.440569
651,0,43,0,0,0,4800,1,0.423453
652,0,69,2,0,0,NULL,0,2119
653,0,37,3,0,0,4290,0,0.347938
654,0,27,0,0,0,1875,1,0.205224
655,1,41,1,0,2,1600,2,0.329169
656,1,37,1,0,0,4650,3,0.914642
657,0,72,0,0,0,4200,0,1.452987
658,0,56,0,0,0,NULL,0,1558
659,0,57,0,0,0,NULL,NULL,1588
660,0,45,1,0,0,6635,2,0.200874
661,1,67,0,0,0,6000,1,0.446259
662,0,44,0,0,0,9166,2,0.295735
663,1,52,2,0,0,2685,3,0.27997
664,0,36,0,1,1,NULL,0,362
665,1,78,1,0,0,3000,0,0.563146
666,0,65,0,0,1,10500,1,0.11237
667,1,35,1,0,0,3000,0,0.356215
668,0,32,0,0,0,11250,0,0.195894
669,0,47,1,1,0,4600,1,0.09824
670,0,48,0,0,0,8700,0,0.280083
671,1,51,1,0,1,8787,2,0.608785
672,0,25,0,0,0,1095,0,0.307482
673,0,59,0,0,0,17834,0,0.14707
674,0,40,0,0,0,NULL,1,2291
675,1,50,3,0,0,5845,2,0.694834
676,0,55,0,0,0,9000,0,0.009221
677,0,44,1,1,0,6300,2,0.465482
678,0,24,0,0,0,3166,0,0.086517
679,0,73,0,0,0,1600,0,0.006246
680,0,63,0,0,0,1993,0,0.275326
681,0,63,0,0,0,5217,0,0.348984
682,0,72,0,0,0,4961,0,0.085248
683,1,54,1,0,0,NULL,0,413
684,0,44,0,0,0,11700,0,0.187591
685,0,58,0,0,0,5200,0,0.039223
686,1,24,1,0,1,1900,0,0.227775
687,1,57,0,0,0,10595,1,0.473481
688,1,25,0,0,0,NULL,1,0
689,1,31,0,4,2,NULL,NULL,419
690,0,65,0,0,0,11800,0,0.210914
691,1,31,0,0,0,1200,0,0.417152
692,0,59,0,0,0,NULL,NULL,2263
693,0,45,0,0,0,7000,0,0.723182
694,0,65,0,0,0,4630,1,0.094364
695,0,79,0,0,0,NULL,0,60
696,0,44,0,0,0,11000,0,0.110263
697,0,69,0,0,0,1200,1,12.543714
698,0,42,0,0,0,NULL,0,884
699,1,33,2,2,0,4500,3,0.500333
700,0,61,0,0,0,1710,0,0.884278
701,1,53,0,0,0,7366,2,0.810506
702,0,27,0,0,0,NULL,0,964
703,0,46,0,0,0,0,2,3966
704,0,41,0,0,0,7200,0,0.191085
705,0,56,0,0,0,5556,0,0.257873
706,0,38,1,0,0,20000,1,0.070796
707,1,47,0,0,1,2300,0,0.009561
708,0,81,0,0,0,NULL,0,0
709,0,32,0,0,0,3200,0,0
710,0,89,0,0,0,NULL,0,9
711,0,54,0,0,0,6072,1,0.13453
712,0,35,0,0,0,3799,2,0.317105
713,1,33,4,2,0,5900,0,0.14201
714,1,38,1,1,0,7528,4,0.096029
715,0,58,0,0,0,11834,0,0.404478
716,1,48,0,1,0,2083,3,0.407869
717,1,48,2,1,1,2800,0,0.406283
718,0,39,0,0,0,4416,1,0.450532
719,0,74,0,0,0,NULL,NULL,43
720,1,45,0,0,0,12000,0,0.540205
721,0,30,0,0,0,2833,0,0.529287
722,0,83,0,0,0,NULL,0,19
723,1,71,2,2,0,6000,0,0.950508
724,1,81,0,1,0,2500,0,0.37505
725,1,44,0,0,0,6860,0,0.540592
726,1,42,1,2,0,2340,1,0.622811
727,0,36,0,0,0,12084,4,0.413984
728,1,56,3,0,1,5800,0,0.392174
729,0,53,0,0,0,5336,0,0.584598
730,0,52,0,0,0,11250,0,0.311261
731,0,77,0,0,0,8916,0,0.054278
732,0,72,0,0,0,NULL,0,94
733,0,70,0,0,0,1970,0,0.452562
734,0,58,0,0,0,NULL,NULL,58
735,1,58,0,0,0,2736,0,0.13555
736,0,37,0,0,0,NULL,0,355
737,0,28,1,0,0,2300,1,0.200782
738,1,54,1,0,0,9261,0,1.26355
739,1,54,3,9,7,NULL,0,1718
740,1,55,1,0,0,2244,1,1.3902
741,0,59,0,0,0,3000,0,0.344219
742,0,33,0,0,0,8000,2,0.200725
743,1,63,0,0,0,5416,0,0.739339
744,0,54,0,0,0,6540,2,0.491821
745,0,39,0,0,0,11000,3,0.407236
746,0,56,0,0,0,10080,1,0.16417
747,0,57,0,0,0,8675,0,0.614684
748,1,34,1,3,1,4916,0,0.241611
749,1,42,0,0,2,4000,2,0
750,0,41,0,0,0,4300,3,0.672634
751,0,30,0,0,0,4300,1,0.691235
752,1,48,1,0,1,3900,3,1.687516
753,0,54,0,0,0,10896,3,0.14426
754,0,77,0,0,0,6000,0,0.005332
755,1,47,5,0,1,3122,3,0.487992
756,0,41,0,5,0,4256,2,0.091144
757,1,70,0,1,0,NULL,NULL,2
758,0,58,4,0,0,2253,0,1.195652
759,1,57,1,1,0,NULL,0,133
760,1,57,5,7,1,12951,2,0.71487
761,0,45,0,0,0,NULL,0,27
762,0,66,0,0,0,2820,0,0.684864
763,1,41,0,0,0,4600,1,0.303195
764,0,51,0,0,0,7250,2,0.310302
765,0,54,0,0,0,3900,1,0.274545
766,0,74,1,0,0,NULL,NULL,4
767,0,41,0,0,0,NULL,0,0
768,0,59,0,0,0,NULL,0,1743
769,0,63,0,0,0,2750,0,0.367139
770,1,52,0,0,0,6305,0,0.584523
771,0,46,0,0,0,NULL,0,1994
772,0,68,0,0,0,22333,0,0.113146
773,0,66,0,0,0,3952,0,0.127245
774,1,43,0,0,1,8333,1,0.539717
775,1,57,1,0,0,4000,5,0.125969
776,0,51,0,0,0,NULL,0,2627
777,1,28,0,0,0,3029,0,0.406601
778,0,48,0,0,0,0,0,5483
779,0,28,0,0,0,1309,0,0.580916
780,0,63,0,0,0,4300,0,0.229714
781,0,72,0,0,0,4083,2,0.14716
782,0,54,0,0,0,10500,0,0.093039
783,0,63,0,0,0,3455,0,0.662905
784,1,53,1,2,0,4813,1,0.193602
785,0,35,0,0,0,5330,0,0.869255
786,0,66,0,0,0,0,0,1866
787,0,35,2,0,0,5650,1,0.16705
788,0,47,0,0,0,NULL,0,3243
789,0,56,0,0,0,4614,0,0.206717
790,0,54,0,0,0,NULL,0,857
791,0,52,0,0,0,2289,0,0.152402
792,1,45,0,1,0,NULL,0,2461
793,1,44,0,0,2,1416,2,0.967537
794,0,54,0,0,0,12000,1,0.378802
795,1,33,1,3,5,4626,0,0.948347
796,0,51,0,0,0,5108,4,0.22294
797,1,50,0,0,0,3500,4,0.409026
798,1,42,0,1,0,8333,4,0.016559
799,0,34,0,0,0,1540,2,0.253082
800,0,76,0,0,0,2000,0,0
801,0,51,0,0,0,11099,2,0.258288
802,1,34,0,0,0,NULL,0,177
803,0,62,0,0,0,NULL,0,4143
804,0,47,0,0,0,7250,2,0.242725
805,1,53,0,0,0,5500,0,1.493728
806,1,28,0,0,0,4015,0,0.2876
807,1,36,3,1,0,NULL,0,146
808,1,37,2,0,0,NULL,1,598
809,0,49,1,0,0,6000,3,0.314114
810,0,84,1,0,0,3272,0,0.009471
811,1,28,0,0,0,20500,1,0.41359
812,0,46,0,0,0,4254,0,0.247944
813,0,53,0,0,0,NULL,0,3648
814,0,41,0,0,0,NULL,1,3318
815,0,66,0,0,0,4600,0,0.620952
816,1,59,3,5,2,11166,0,0.775678
817,1,41,0,0,0,NULL,1,5655
818,0,56,0,0,0,6000,1,0.589235
819,1,67,1,0,0,2000,0,0.371314
820,0,69,0,0,0,3833,1,0.327074
821,0,64,0,0,0,6118,0,0.749305
822,0,47,0,0,0,5800,2,0.314773
823,1,40,0,0,0,10000,0,0.123688
824,1,34,1,1,1,3166,2,0.591411
825,0,68,0,0,0,3000,0,0.204265
826,0,38,0,0,0,2500,2,1.129948
827,0,52,0,0,0,9800,3,0.566371
828,0,26,0,3,1,2000,0,0.193903
829,0,44,0,0,0,8500,0,0.25844
830,0,42,0,0,0,6130,3,0.294895
831,0,66,0,0,0,17583,1,0.246588
832,1,43,1,0,0,NULL,0,2887
833,0,78,0,0,0,1667,0,0.221823
834,0,62,3,0,0,3084,0,0.192545
835,0,28,0,2,0,2600,2,0.058439
836,0,38,0,0,0,2480,1,0.41717
837,1,25,98,98,98,NULL,0,0
838,0,35,0,0,0,2892,2,0.678534
839,0,49,0,0,0,NULL,0,2304
840,1,56,0,0,0,1336,0,1.522064
841,0,39,0,0,0,7500,0,0.401813
842,0,29,0,0,0,10000,0,0.077292
843,1,33,1,0,0,3500,4,0.208226
844,0,40,0,0,0,2935,1,0.735695
845,0,41,0,0,0,6250,0,0.730283
846,0,61,0,0,0,4333,0,0.463775
847,0,53,0,0,0,14000,2,0.322048
848,0,68,0,0,0,1600,0,0.376015
849,1,40,6,1,2,7733,2,0.659426
850,0,38,0,0,0,5600,2,0
851,0,48,1,0,0,5333,0,0.240532
852,0,67,0,0,0,5000,0,0.085983
853,0,72,0,0,0,2000,0,0.028486
854,0,26,0,0,0,3500,1,0.106541
855,1,68,0,0,0,1614,0,0.495975
856,0,75,0,0,0,3000,0,0.00933
857,1,24,98,98,98,NULL,0,0
858,0,46,0,0,0,7827,3,0.310552
859,1,27,0,1,0,NULL,0,18
860,0,49,2,0,2,9705,4,0.214197
861,0,68,0,0,0,NULL,0,1037
862,0,30,0,0,0,3916,3,0.896349
863,1,50,0,0,0,8500,0,0.134455
864,1,48,0,0,0,7500,1,0.198374
865,1,61,4,1,0,5600,0,0.337797
866,1,42,0,1,1,NULL,0,1804
867,0,64,0,0,0,6783,1,0.228626
868,0,37,0,0,0,1100,2,0.421435
869,1,62,0,0,0,4000,0,0.171957
870,0,62,0,0,0,4335,0,0.755074
871,0,56,0,0,0,5250,0,0.667111
872,0,52,0,0,0,8724,0,0.194384
873,0,66,0,0,0,NULL,0,121
874,0,58,0,0,0,8869,2,0.714205
875,1,64,0,0,0,4200,1,0.778148
876,0,39,0,0,0,4174,0,0
877,0,60,0,0,0,3299,0,0.001212
878,0,63,1,0,1,6380,0,0.408243
879,0,60,0,0,0,3819,0,0.220942
880,0,42,0,0,0,1850,2,0.306321
881,0,40,0,0,0,200,2,0.014925
882,1,34,1,1,3,NULL,2,984
883,1,52,0,1,0,3209,2,0.329283
884,0,53,0,0,0,5833,0,0.368358
885,1,65,98,98,98,1800,0,0.012215
886,1,68,0,3,0,5500,0,0.183967
887,0,59,0,0,0,5210,0,1.040107
888,0,46,0,0,0,11500,3,0.498826
889,0,59,0,0,0,12083,0,0.269033
890,0,47,0,0,0,2550,0,0.132889
891,0,62,0,0,0,NULL,NULL,949
892,0,31,0,0,0,4800,2,0.235159
893,0,46,1,0,0,12000,3,0.370802
894,1,38,1,0,0,2900,3,0.346777
895,1,43,0,0,1,20000,0,0.127344
896,1,44,1,2,1,5250,0,0.104742
897,1,58,0,2,0,NULL,0,80
898,0,69,0,0,0,NULL,0,1287
899,1,50,0,1,1,1300,2,0.191391
900,0,46,0,0,0,6568,2,0.225605
901,1,42,2,7,1,1710,3,1.682057
902,1,51,98,98,98,800,0,0
903,0,48,0,0,0,5000,0,0.473305
904,1,34,0,0,0,1900,0,0.647028
905,1,49,3,6,2,4750,2,0.952642
906,1,28,1,0,0,NULL,0,556
907,0,41,0,0,0,4218,0,0.407917
908,0,55,1,0,0,4132,0,0.56932
909,1,40,2,0,0,11083,2,0.34428
910,0,63,0,0,0,NULL,0,2578
911,0,52,0,0,0,5583,1,0.249821
912,0,52,0,0,0,2600,0,1.231449
913,0,48,0,0,0,2600,0,0.109189
914,0,58,0,0,0,3313,0,0.554013
915,0,34,0,0,0,2500,0,0.587365
916,0,77,0,0,0,NULL,0,0
917,1,30,0,0,1,7800,1,0.00564
918,1,57,9,0,0,1573,1,1.012706
919,0,48,0,0,0,NULL,0,983
920,0,56,1,0,0,4755,0,0.739066
921,1,44,0,3,0,1600,1,0.466583
922,0,50,0,0,0,5192,0,0.001926
923,0,55,1,0,0,3619,0,0.017403
924,0,77,0,0,0,NULL,1,1161
925,0,59,0,0,0,9750,0,0.004615
926,1,44,0,0,0,7000,1,0.638909
927,1,31,0,0,0,2800,2,0.152089
928,0,36,1,2,0,3939,1,0.156091
929,0,47,0,0,0,NULL,2,7638
930,0,48,0,0,0,9400,1,0.460908
931,0,43,0,0,0,2080,0,0.328208
932,0,62,0,0,0,NULL,0,5376
933,1,52,0,0,0,NULL,0,535
934,1,41,2,0,0,2400,3,0.145356
935,0,42,0,0,0,NULL,0,2122
936,0,57,0,0,0,21250,2,0.14197
937,1,42,1,0,0,7067,1,0.380872
938,1,45,1,0,0,20000,0,0.215389
939,0,72,0,0,0,3000,0,0.004998
940,0,41,0,0,0,4500,1,0.000444
941,1,57,3,1,2,0,3,14969
942,0,27,0,0,0,3125,3,0.152591
943,0,72,0,0,0,5000,1,0.131374
944,0,52,0,0,0,5578,1,0.146263
945,0,55,0,0,0,NULL,1,1557
946,0,68,0,0,0,5000,0,0.016997
947,1,25,0,2,1,NULL,0,292
948,0,53,0,0,0,9000,2,0.299078
949,0,69,0,0,0,10500,0,0.188934
950,0,72,0,0,0,3259,0,0.069018
951,0,67,0,0,0,5900,0,0.011354
952,0,58,0,0,0,4625,0,0.193472
953,1,52,4,1,1,3300,2,0.923659
954,0,25,0,0,0,3640,0,0.151881
955,1,40,1,0,0,6000,0,0.211965
956,1,81,0,0,0,NULL,0,636
957,0,55,0,0,0,NULL,4,0
958,1,64,0,0,0,12066,0,1.00232
959,1,34,4,1,0,3756,1,0.02502
960,0,44,0,0,0,2200,0,0.715129
961,1,31,0,7,0,NULL,0,26
962,0,48,2,0,0,NULL,1,2896
963,0,36,0,0,0,5200,1,0.48433
964,1,58,0,0,0,2140,0,0.023354
965,1,31,4,1,0,2500,2,0.854458
966,1,26,1,0,2,3000,2,0.130623
967,0,86,0,0,0,7000,0,0.014998
968,1,56,0,1,1,5147,0,0.080031
969,1,34,1,0,0,4330,0,0.13946
970,1,53,3,0,0,NULL,0,1346
971,0,87,0,0,0,2916,0,0.0024
972,0,63,0,1,0,4488,0,0.012029
973,0,86,0,0,0,NULL,0,8
974,0,29,0,0,0,4333,0,0.125519
975,0,49,0,0,0,5400,2,0.420848
976,0,26,0,0,1,2500,0,0.107557
977,0,53,1,0,0,5822,1,0.105787
978,0,63,0,0,0,5396,0,0.77469
979,1,38,0,0,0,4600,0,0.084112
980,1,41,0,0,0,8276,3,0.38456
981,0,65,0,0,0,10500,0,0.337016
982,0,50,0,0,0,42083,2,0.175364
983,0,54,0,0,0,NULL,1,3637
984,0,43,0,0,0,NULL,0,2590
985,0,42,0,0,0,825,0,0.012107
986,0,65,0,0,0,1140,1,0.304119
987,0,33,0,0,0,NULL,0,241
988,1,59,98,98,98,2180,0,0
989,1,27,0,0,0,2400,0,0.265306
990,0,46,0,0,0,NULL,NULL,883
991,0,63,0,0,0,NULL,0,595
992,1,41,2,0,0,3985,2,0.68565
993,0,59,0,0,0,0,0,2244
994,1,61,1,1,2,3945,0,0.411303
995,1,49,5,1,1,4990,3,0.943098
996,1,43,1,0,0,7332,0,0.075413
997,1,52,2,0,1,8000,0,0.550931
998,0,36,0,0,0,7273,2,0.170745
999,0,67,0,0,0,6801,3,0.529256
1000,0,34,0,0,0,13873,5,0.433184
1001,1,35,0,5,0,2500,2,0.098361
1002,0,65,1,0,0,4000,0,1.341915
1003,1,46,0,0,0,4056,2,0.60069
1004,1,46,2,1,0,10300,2,0.119018
1005,1,37,0,2,1,2709,1,0.436531
1006,0,42,0,0,0,4253,3,0.029384
1007,1,61,1,0,0,7288,0,0.373851
1008,0,73,0,0,0,13000,1,0.100838
1009,0,24,0,0,0,820,0,0
1010,1,79,1,0,0,6666,1,0.041698
1011,0,54,0,0,0,4000,2,0.310672
1012,0,53,0,2,0,NULL,0,829
1013,0,45,0,0,0,13000,2,0.163449
1014,0,68,3,0,1,9053,0,0.524299
1015,0,36,0,0,0,2580,2,0.123983
1016,0,57,1,0,0,2163,0,1
1017,0,59,1,0,0,9500,0,0.445216
1018,0,49,0,0,0,5800,4,1.413549
1019,0,71,0,0,0,7629,0,0.466186
1020,0,33,0,0,0,NULL,0,21
1021,0,53,0,0,0,8000,1,0.397825
1022,1,25,0,0,0,NULL,0,990
1023,0,30,0,0,0,2264,1,0.103311
1024,0,47,0,0,0,10822,3,0.392313
1025,1,33,0,0,0,8350,1,0.390732
1026,0,58,0,0,0,5000,0,0.175565
1027,1,45,0,0,0,5800,0,0.554904
1028,0,50,0,0,0,800,0,1.214732
1029,0,59,1,0,0,16083,1,0.15189
1030,0,27,1,0,0,4000,3,0.207698
1031,1,48,1,2,0,6000,3,0.096651
1032,1,39,2,0,1,3167,0,0.525253
1033,1,35,1,0,0,4751,0,0.186027
1034,0,56,0,0,0,4000,2,0.389903
1035,0,62,0,0,0,4800,0,0.191627
1036,1,29,0,0,1,5500,3,0.101254
1037,0,59,0,0,0,9300,1,0.272659
1038,0,41,0,0,0,8166,3,0.566059
1039,0,52,0,0,0,NULL,3,3396
1040,0,39,0,0,0,4000,2,0.264184
1041,0,90,0,0,0,NULL,NULL,1
1042,0,40,0,0,0,12000,1,0.182401
1043,1,38,0,0,0,6400,4,0.251992
1044,0,88,0,0,0,2400,0,0.003332
1045,0,56,0,1,0,NULL,0,7193
1046,1,60,2,1,0,NULL,NULL,401
1047,1,43,1,0,1,9334,0,0.02646
1048,0,38,0,0,0,2201,0,0.532698
1049,0,80,0,0,0,6000,1,0.004333
1050,0,32,3,1,2,5000,2,0.907618
1051,0,70,0,0,0,NULL,0,1633
1052,0,27,0,0,0,5955,2,0.174614
1053,1,34,1,1,0,4988,2,0.136099
1054,0,27,0,1,0,764,0,0.751634
1055,0,41,0,0,0,5416,2,0.07015
1056,0,50,0,0,0,16900,0,0.025265
1057,1,33,0,3,0,2496,0,0.790949
1058,1,40,0,0,0,NULL,0,157
1059,0,54,0,0,0,7500,0,0.382616
1060,1,26,0,1,1,2700,1,0.353943
1061,0,63,0,0,0,8750,1,0.603817
1062,0,46,0,0,0,4912,0,0.424181
1063,1,48,0,0,0,5177,0,0.751642
1064,1,49,1,0,0,1600,3,1.102436
1065,0,56,0,0,0,6229,1,0.064526
1066,1,44,1,3,0,NULL,0,548
1067,0,52,1,0,0,8500,1,0.509705
1068,0,45,0,0,0,11058,2,0.24098
1069,0,51,0,0,0,NULL,NULL,0
1070,0,56,0,0,0,NULL,0,3235
1071,0,35,0,0,0,2525,1,0.377276
1072,1,40,0,5,0,5224,1,0.103158
1073,0,69,1,0,0,4666,0,0.828369
1074,1,56,2,0,0,12000,0,0.322056
1075,1,36,1,0,0,2800,2,0.242413
1076,0,39,0,0,0,5950,0,0.401949
1077,1,36,0,0,0,3620,2,0.363159
1078,1,45,1,4,6,7397,1,0.15342
1079,0,64,0,0,0,10000,0,0.145585
1080,0,60,0,0,0,2000,0,0.249875
1081,0,36,0,0,0,5345,3,0.422933
1082,0,61,0,0,0,3750,1,0.73687
1083,0,69,0,0,0,11250,1,0.085948
1084,0,73,0,0,0,12887,0,0.793606
1085,0,41,0,0,0,3800,1,0.438569
1086,0,46,0,0,0,3916,0,0.465152
1087,0,56,0,0,0,2200,1,0.774648
1088,0,74,0,0,0,NULL,0,2146
1089,0,40,0,0,0,6033,2,0.622638
1090,0,41,0,0,0,9400,1,0.223593
1091,0,86,1,0,0,3785,0,0.265716
1092,0,48,0,0,0,42833,0,0.204464
1093,1,54,1,0,0,5833,1,0.226431
1094,0,61,0,0,0,8000,1,0.161855
1095,1,39,1,2,0,NULL,1,493
1096,0,42,0,0,0,2458,0,0.320455
1097,0,50,0,0,0,7000,0,0.557349
1098,1,67,0,0,0,7500,0,0.675243
1099,1,25,0,1,1,NULL,NULL,562
1100,1,79,3,0,0,20667,0,0.657151
1101,1,43,0,3,1,3915,0,0.108018
1102,0,35,0,0,0,0,0,62
1103,0,29,0,0,0,3833,0,0.47783
1104,0,49,0,0,0,6666,2,0.335833
1105,1,65,0,0,0,11558,0,0
1106,1,53,0,0,0,7916,2,0.344196
1107,1,48,0,2,0,4500,1,0.438125
1108,0,57,0,1,0,4950,2,0.137548
1109,0,71,0,0,0,NULL,0,27
1110,0,68,0,0,0,5429,0,0.229466
1111,1,58,0,0,0,2759,0,0.031522
1112,0,27,0,1,0,4604,1,0
1113,0,77,0,0,0,12500,0,0.214703
1114,0,70,0,0,0,NULL,0,1
1115,0,29,0,0,0,0,0,10
1116,1,40,5,1,1,NULL,0,663
1117,0,89,0,0,0,10000,0,0.012199
1118,1,64,0,0,0,2500,0,0.007597
1119,1,33,0,5,0,2912,0,0
1120,0,36,0,0,0,NULL,0,35
1121,0,36,0,0,0,5667,0,0.182604
1122,0,23,0,0,0,1300,0,0.007686
1123,0,30,0,0,0,1800,0,0.902832
1124,1,33,1,0,0,2266,0,0.371857
1125,0,31,0,0,0,2080,0,0.153772
1126,1,45,0,2,0,8333,2,0.161627
1127,0,74,0,0,0,4600,0,1.103021
1128,0,67,0,0,0,1900,0,0.00526
1129,0,50,0,0,0,3750,0,0.2506
1130,0,82,0,0,0,3261,0,0.009197
1131,1,50,0,0,0,5000,1,0.187762
1132,0,65,1,0,0,3750,0,0.780858
1133,1,46,0,0,0,4965,2,1.349174
1134,1,52,1,2,1,2165,1,0.533241
1135,1,58,0,0,0,4756,2,0.355266
1136,1,36,0,0,1,2653,1,0.464959
1137,0,41,0,0,0,2980,2,0.160013
1138,0,55,0,0,0,3214,0,0.134059
1139,0,57,0,0,0,NULL,0,276
1140,0,56,0,0,0,6200,1,0.617481
1141,0,45,0,0,0,3200,2,0.302718
1142,0,51,0,0,0,3200,1,0.556389
1143,0,36,3,2,1,NULL,1,3539
1144,1,63,0,0,0,6300,1,0.691319
1145,0,61,0,0,0,NULL,0,57
1146,0,67,0,0,0,NULL,0,1555
1147,0,35,0,0,0,NULL,0,1527
1148,0,76,0,0,0,7488,0,0.255441
1149,0,33,0,0,0,10000,0,0.073693
1150,0,53,0,0,0,5145,0,0.084143
1151,1,79,0,1,0,10834,0,0.005168
1152,0,43,1,0,0,6167,2,0.573606
1153,0,53,0,0,0,4824,0,0.153368
1154,0,51,0,0,0,NULL,0,2444
1155,1,80,0,0,0,1900,1,1.715939
1156,0,35,0,0,0,2400,0,0.182007
1157,0,53,0,0,0,10000,1,0.021698
1158,1,35,1,1,0,3881,1,0.107934
1159,1,49,0,1,0,3937,2,0
1160,0,62,0,0,0,2600,0,1.696655
1161,1,54,0,0,0,10416,2,0.37842
1162,0,53,0,0,0,17564,0,0.351153
1163,0,68,0,0,0,NULL,0,1490
1164,0,45,0,0,0,9000,3,0.341184
1165,0,46,0,0,0,5290,4,0.425439
1166,0,78,0,0,0,NULL,0,2503
1167,0,31,0,0,0,2140,0,0.921532
1168,0,54,0,0,0,NULL,1,1314
1169,0,58,0,0,0,16000,0,0.246922
1170,1,64,1,0,0,1833,0,0.546892
1171,0,39,0,0,0,3424,3,0.570511
1172,0,40,0,0,0,NULL,1,378
1173,0,37,0,0,0,2728,0,0.181385
1174,0,48,0,0,0,9000,2,0.690368
1175,0,45,0,0,0,6243,0,0.514254
1176,0,79,0,0,0,4666,1,0.001071
1177,1,39,0,1,1,7750,2,0.24642
1178,0,62,0,0,0,NULL,NULL,66
1179,0,43,0,0,0,5300,1,0.350123
1180,0,61,0,0,0,NULL,0,2058
1181,1,46,0,0,0,5800,2,0.49457
1182,0,71,0,0,0,NULL,0,1469
1183,0,53,0,0,0,7328,0,0.287625
1184,0,79,0,0,0,NULL,0,4
1185,0,61,0,0,0,NULL,0,2448
1186,0,49,0,0,0,NULL,0,3412
1187,1,52,1,1,0,6000,0,0.551741
1188,0,53,0,0,0,14075,1,0.310742
1189,1,63,0,0,0,4800,0,0.539054
1190,0,44,2,0,0,17541,0,0.177403
1191,0,45,0,0,0,10000,2,0.878512
1192,0,62,0,0,0,6250,0,0.271797
1193,0,47,0,0,0,8946,2,0.395887
1194,0,35,0,0,0,3750,0,0.691816
1195,0,46,0,0,0,8019,1,0.3
1196,1,38,2,0,0,1500,3,0.704863
1197,0,48,0,0,0,NULL,0,5143
1198,1,73,1,0,1,1727,0,0.671875
1199,0,43,0,0,0,6216,2,0.898504
1200,0,76,0,0,0,NULL,0,237
1201,0,38,0,0,0,0,4,2822
1202,0,48,1,0,0,9500,1,0.389854
1203,0,77,0,0,0,NULL,0,208
1204,0,59,0,0,0,NULL,0,0
1205,0,77,0,0,0,5000,1,0.083783
1206,1,33,3,0,0,4658,2,0.118051
1207,0,74,0,0,0,NULL,0,21
1208,0,31,1,0,0,NULL,0,583
1209,0,65,0,0,0,2029,1,0.404926
1210,0,66,0,0,0,1,0,1079.5
1211,0,76,0,0,0,NULL,0,48
1212,0,69,0,0,0,9750,0,0.229207
1213,1,43,4,1,4,14076,1,0.695603
1214,0,41,0,0,0,3614,0,0.965975
1215,1,59,1,0,0,2083,0,0.085413
1216,0,33,0,0,0,10083,2,0.421162
1217,0,63,0,0,0,13333,0,0.361857
1218,0,47,1,0,0,2000,0,0.87956
1219,0,63,0,0,0,5704,0,0.75986
1220,0,48,0,0,0,3600,0,1.111358
1221,0,49,0,0,0,NULL,0,4
1222,1,51,2,0,0,8333,3,0.533717
1223,1,26,4,0,6,2900,0,0.107894
1224,0,47,0,0,0,3211,2,0.560087
1225,1,49,0,0,0,3309,2,0.79003
1226,0,41,0,0,0,NULL,NULL,2008
1227,1,35,0,1,0,NULL,3,101
1228,1,28,3,2,0,2200,1,0.805543
1229,1,30,0,1,0,2200,0,0.050886
1230,1,27,1,0,0,2400,1,0.124948
1231,0,35,0,0,0,1924,1,0.207273
1232,0,51,1,0,0,7000,1,0.619483
1233,0,78,0,0,0,10227,0,0.202874
1234,1,49,2,5,0,9881,0,0.044829
1235,0,63,1,0,0,6700,0,0.489927
1236,1,46,1,0,0,7052,2,0.358429
1237,0,38,0,0,0,NULL,NULL,1206
1238,0,51,0,0,0,8000,2,0.412198
1239,0,50,0,0,0,3928,0,0.589717
1240,1,30,98,98,98,2200,0,0
1241,0,50,1,0,0,7000,3,0.229824
1242,0,62,0,0,0,NULL,NULL,612
1243,0,58,0,0,0,10500,0,0.106942
1244,0,63,0,0,0,2742,0,0.497995
1245,0,52,0,0,0,NULL,0,936
1246,0,48,0,0,0,16416,2,0.20558
1247,0,50,0,0,0,6267,1,0.78813
1248,1,37,6,1,0,12500,1,0.074714
1249,0,43,0,0,0,NULL,0,1774
1250,1,32,0,2,0,3203,1,0.003745
1251,0,35,0,0,0,6000,0,0.483919
1252,0,56,0,0,0,7250,0,0.24769
1253,1,38,0,0,0,5405,0,0.008509
1254,0,44,0,0,0,NULL,3,1431
1255,0,39,0,0,0,1833,0,0.261178
1256,0,40,1,0,0,3065,0,0.618069
1257,1,49,0,0,1,1640,2,1.424132
1258,1,36,0,0,0,8787,2,0.347178
1259,0,54,0,0,0,16989,1,0.241436
1260,0,49,0,0,0,3500,3,0.627249
1261,0,58,0,0,0,2500,0,0
1262,1,26,0,3,0,2000,0,0.205897
1263,0,32,0,0,0,NULL,0,71
1264,0,59,0,0,0,5575,2,0.268472
1265,0,59,0,0,0,7000,0,0.434367
1266,0,34,0,0,0,4600,0,0.053684
